message_id,message,true_intent,split
3324,I made a cash deposit and the balance wasn't updated.,balance_not_updated_after_cheque_or_cash_deposit,train
3325,I did a cash deposit to my account but my balance is still the same. What happened?,balance_not_updated_after_cheque_or_cash_deposit,train
3326,I just deposited cash to my account and can't find it!,balance_not_updated_after_cheque_or_cash_deposit,train
3327,Online banking is not showing my cheque or cash deposit so the balance is incorrect.,balance_not_updated_after_cheque_or_cash_deposit,train
3328,i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong?,balance_not_updated_after_cheque_or_cash_deposit,train
3329,When will my cheque be processed?,balance_not_updated_after_cheque_or_cash_deposit,train
3330,What happens if I deposit a cheque accidentally?,balance_not_updated_after_cheque_or_cash_deposit,train
3331,Why isn't my cheque deposit showing on my account?  I though it would be faster and would like to to look into it and help.,balance_not_updated_after_cheque_or_cash_deposit,train
3332,When will my deposit from this morning show up?,balance_not_updated_after_cheque_or_cash_deposit,train
3333,I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there.,balance_not_updated_after_cheque_or_cash_deposit,train
3334,Where is my missing cheque I deposited?,balance_not_updated_after_cheque_or_cash_deposit,train
3335,My balance doesn't show my deposit.,balance_not_updated_after_cheque_or_cash_deposit,train
3336,My account balance doesn't reflect an update I made by cheque yesterday. Is something wrong or is the system slow?,balance_not_updated_after_cheque_or_cash_deposit,train
3337,I made a deposit and the balance hasn't been updated.,balance_not_updated_after_cheque_or_cash_deposit,train
3338,I have yet to receive the cash I added to my account this morning.,balance_not_updated_after_cheque_or_cash_deposit,train
3339,Why isn't my cash deposit showing up in my account?,balance_not_updated_after_cheque_or_cash_deposit,train
3340,"I deposited some cash but it hasn't shown up in my account yet, what's going on?",balance_not_updated_after_cheque_or_cash_deposit,train
3341,I deposited a cheque but the cash hasn't arrived yet,balance_not_updated_after_cheque_or_cash_deposit,train
3342,I've already sent the money out and still have not received money in my account.,balance_not_updated_after_cheque_or_cash_deposit,train
3343,I have made a recent check and cash deposit that isn't reflected in my balance.,balance_not_updated_after_cheque_or_cash_deposit,train
3344,I placed a cheque but the funds aren't there,balance_not_updated_after_cheque_or_cash_deposit,train
3345,The cheque I sent to you to have deposited a couple days ago has not cleared in my account yet. What is the issue?,balance_not_updated_after_cheque_or_cash_deposit,train
3346,"the balance has not changed, but I have deposited some money",balance_not_updated_after_cheque_or_cash_deposit,train
3347,"I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque.",balance_not_updated_after_cheque_or_cash_deposit,train
3348,I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this?,balance_not_updated_after_cheque_or_cash_deposit,train
3349,I've deposited a check but the cash isn't showing that it's there yet.,balance_not_updated_after_cheque_or_cash_deposit,train
3350,Waiting for the cash I deposited this morning still,balance_not_updated_after_cheque_or_cash_deposit,train
3351,"I put cash in my account, but I don't see it.",balance_not_updated_after_cheque_or_cash_deposit,train
3352,Where did the money I deposit go??,balance_not_updated_after_cheque_or_cash_deposit,train
3353,"I Submitted a cheque couple of days ago, nothing happened to my account yet.What could be the possible issue?",balance_not_updated_after_cheque_or_cash_deposit,train
3354,I made a cash deposit a few days ago and it's still not reflected in my account. Do you know what might have happened?,balance_not_updated_after_cheque_or_cash_deposit,train
3355,Why is the cash not showing in my account for the check I deposited?,balance_not_updated_after_cheque_or_cash_deposit,train
3356,When will the check I deposited post to my account?,balance_not_updated_after_cheque_or_cash_deposit,train
3357,How do I see my updated balance after I make a cheque or cash deposit?,balance_not_updated_after_cheque_or_cash_deposit,train
3358,Why isn't my deposit in my account?,balance_not_updated_after_cheque_or_cash_deposit,train
3359,Where is my cash deposit in my balance?,balance_not_updated_after_cheque_or_cash_deposit,train
3360,Dude I put money in the ATM last week but it ain't there! I need the money now figure this out!,balance_not_updated_after_cheque_or_cash_deposit,train
3361,"I deposited cash this morning, but it's not showing up in my account. Can you tell me where's my money?",balance_not_updated_after_cheque_or_cash_deposit,train
3362,How long does it take for a cheque to post to your account?,balance_not_updated_after_cheque_or_cash_deposit,train
3363,Why has my account balance not changed after depositing a cheque?,balance_not_updated_after_cheque_or_cash_deposit,train
3364,Where is the cash I deposited?,balance_not_updated_after_cheque_or_cash_deposit,train
3365,Why is my balance still the same after a cheque deposit?,balance_not_updated_after_cheque_or_cash_deposit,train
3366,Why is my check still not showing up on my account? It's been a week already,balance_not_updated_after_cheque_or_cash_deposit,train
3367,Why isn't my balance updating after depositing cheques and cash.,balance_not_updated_after_cheque_or_cash_deposit,train
3368,My cash deposit isn't in my account. What happened?,balance_not_updated_after_cheque_or_cash_deposit,train
3369,I updated by balance with a cheque yesterday but it isn't showing on my account. Did something go wrong?,balance_not_updated_after_cheque_or_cash_deposit,train
3370,I sent you a cheque a few days ago and I noticed that nothing has happened yet. Can you tell me the status of my cheque please?,balance_not_updated_after_cheque_or_cash_deposit,train
3371,Why isn't my deposit showing up?,balance_not_updated_after_cheque_or_cash_deposit,train
3372,My balance was not updated with my checque or cash deposit.,balance_not_updated_after_cheque_or_cash_deposit,train
3373,"Help! I'm missing money, I deposited a cheque but its not showing on my balance.",balance_not_updated_after_cheque_or_cash_deposit,train
3374,My cash deposit from a week ago is still not in my account. Can you help me please?,balance_not_updated_after_cheque_or_cash_deposit,train
3375,I made a deposit but it is not showing up in my balance.,balance_not_updated_after_cheque_or_cash_deposit,train
3376,I sent a cheque a few days ago and i noticed that no money has been put on my account. Can you please tell me the situation of my account?,balance_not_updated_after_cheque_or_cash_deposit,train
3377,The cheque I deposited isn't showing in my account,balance_not_updated_after_cheque_or_cash_deposit,train
3378,my check or cash deposit has not shown up,balance_not_updated_after_cheque_or_cash_deposit,train
3379,Why isn't my cash deposit showing up in my account? I deposited it this morning.,balance_not_updated_after_cheque_or_cash_deposit,train
3380,"I deposited a cheque, why isn't my balance showing that I did?",balance_not_updated_after_cheque_or_cash_deposit,train
3381,Why hasn't my cash arrived from a deposited check?,balance_not_updated_after_cheque_or_cash_deposit,train
3382,"I put money in my account a week ago but its still not there, what is happening?",balance_not_updated_after_cheque_or_cash_deposit,train
3383,"I made a cash deposit, but it hasn't shown up in my balance yet.",balance_not_updated_after_cheque_or_cash_deposit,train
3384,"When will I see my cash, since I already deposited my check?",balance_not_updated_after_cheque_or_cash_deposit,train
3385,"Hi,  My money has not been credited to my account for which i have sent you cheque few days before. I am worried about the money please let me know the status.",balance_not_updated_after_cheque_or_cash_deposit,train
3386,I haven't seen the cash yet from the cheque I deposited.,balance_not_updated_after_cheque_or_cash_deposit,train
3387,I've deposited a check in my account but the cash isn't showing as available.,balance_not_updated_after_cheque_or_cash_deposit,train
3388,"I sent a cheque to you a few days ago and the deposit has yet to appear in my account. I need this money, what is the problem?",balance_not_updated_after_cheque_or_cash_deposit,train
3389,What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago?,balance_not_updated_after_cheque_or_cash_deposit,train
3390,Why am I not seeing the check I deposited this morning in my account?,balance_not_updated_after_cheque_or_cash_deposit,train
3391,Do you guys accept cash? Because i deposited some this morning and I can't see it in my account.,balance_not_updated_after_cheque_or_cash_deposit,train
3392,My cash deposit hasn't posted to my account.,balance_not_updated_after_cheque_or_cash_deposit,train
3393,"I had a cheque deposited, but I don't see my money yet?",balance_not_updated_after_cheque_or_cash_deposit,train
3394,My balance is not right. It has not been updated for the cash or cheque deposit.,balance_not_updated_after_cheque_or_cash_deposit,train
3395,"After I deposited my cash, I still don't see it in my account.",balance_not_updated_after_cheque_or_cash_deposit,train
3396,I made a cash deposit going to my account but it is not there,balance_not_updated_after_cheque_or_cash_deposit,train
3397,"I deposited a check yesterday and Im not seeing it in my account. i need the money, is there something wrong with my account? check it out please",balance_not_updated_after_cheque_or_cash_deposit,train
3398,My cheque deposit didn't seem to work.,balance_not_updated_after_cheque_or_cash_deposit,train
3399,I still do not see the cash deposit in my account from last week. Why?,balance_not_updated_after_cheque_or_cash_deposit,train
3400,When will my cheque process?,balance_not_updated_after_cheque_or_cash_deposit,train
3401,"I deposited a check, but haven't received the funds for it.",balance_not_updated_after_cheque_or_cash_deposit,train
3402,After depositing a cheque my balance did not change.,balance_not_updated_after_cheque_or_cash_deposit,train
3403,Cash has been deposited this morning but it hasn't came through.,balance_not_updated_after_cheque_or_cash_deposit,train
3404,I deposited a cheque a week ago but have yet to receive the cash.,balance_not_updated_after_cheque_or_cash_deposit,train
3405,"I put money into my account in the form of a cheque, but my balance did not change.",balance_not_updated_after_cheque_or_cash_deposit,train
3406,"I deposited cash into my account a week ago and it is still not available, please tell me why? I need the cash back now.",balance_not_updated_after_cheque_or_cash_deposit,train
3407,"My mother deposited a cheque into my account last week, why is it still not showing up?",balance_not_updated_after_cheque_or_cash_deposit,train
3408,Why hasn't my balance been updated from the check deposit I made?,balance_not_updated_after_cheque_or_cash_deposit,train
3409,Where is the money I put in the bank?,balance_not_updated_after_cheque_or_cash_deposit,train
3410,I haven't received the cash from the check I deposited.,balance_not_updated_after_cheque_or_cash_deposit,train
3411,After trying to update my account balance yesterday by cheque it doesn't seem to working. Shouldn't the process be quicker? I need my account looked at because there appears to be a problem.,balance_not_updated_after_cheque_or_cash_deposit,train
3412,Is there an issue with my account?  I don't see a cheque deposit that I made yesterday.  Please assist.,balance_not_updated_after_cheque_or_cash_deposit,train
3413,"Even though I made a cash deposit, I am not seeing it in my account.",balance_not_updated_after_cheque_or_cash_deposit,train
3414,I put money in my account a week ago but its still not there?? What happened to my money?,balance_not_updated_after_cheque_or_cash_deposit,train
3415,Why did the cash deposit not show up in my account?,balance_not_updated_after_cheque_or_cash_deposit,train
3416,What is going on? My balance still hasn't updated and it has been two weeks since I deposited my money!,balance_not_updated_after_cheque_or_cash_deposit,train
3417,"I deposited cash into my account, why do I not see it?",balance_not_updated_after_cheque_or_cash_deposit,train
3418,Can you tell me why a cheque deposit isn't showing in my balance?,balance_not_updated_after_cheque_or_cash_deposit,train
3419,Why is my cash deposit not in my account?,balance_not_updated_after_cheque_or_cash_deposit,train
3420,Why isn't my money from a check deposit showing?,balance_not_updated_after_cheque_or_cash_deposit,train
3421,"I put my check in the bank, but I haven't gotten my cash yet?",balance_not_updated_after_cheque_or_cash_deposit,train
3422,How long should a cheque deposit take to show? My account hasn't updated and I want to make sure everything is okay.,balance_not_updated_after_cheque_or_cash_deposit,train
3423,i used a check check yesterday to balance my account and it isn't showing up?,balance_not_updated_after_cheque_or_cash_deposit,train
3424,"I recently deposited some money into my account, but it still isn't showing up. What's going on?",balance_not_updated_after_cheque_or_cash_deposit,train
3425,"My friend deposited $100 into my account, but it is not showing up!",balance_not_updated_after_cheque_or_cash_deposit,train
3426,The cash deposit I made this morning has not been credited to my account,balance_not_updated_after_cheque_or_cash_deposit,train
3427,"I did a cash deposit to my account, but I am not seeing it on my statement.",balance_not_updated_after_cheque_or_cash_deposit,train
3428,I deposited a cheque but I don't see the funds in my account.,balance_not_updated_after_cheque_or_cash_deposit,train
3429,When will my deposit post to my account?,balance_not_updated_after_cheque_or_cash_deposit,train
3430,I am still waiting for the cash to be returned from a cheque I deposited!,balance_not_updated_after_cheque_or_cash_deposit,train
3431,How long does it take to show a deposit I made to my balance?,balance_not_updated_after_cheque_or_cash_deposit,train
3432,I deposited cash into my account and I'm having trouble seeing it on my account.,balance_not_updated_after_cheque_or_cash_deposit,train
3433,"I wrote a check to the account yesterday to add to my balance, but I don't see the amount of the check reflected anywhere.  Is it being held up for some reason?  I should have seen a new balance by now!",balance_not_updated_after_cheque_or_cash_deposit,train
3434,How long do cheques take to post to your account?,balance_not_updated_after_cheque_or_cash_deposit,train
3435,I deposited money but my balance hasn't been updated yet.,balance_not_updated_after_cheque_or_cash_deposit,train
3436,"I deposited cash this morning, but it is not yet available.",balance_not_updated_after_cheque_or_cash_deposit,train
3437,I have cash deposit to my account but it is experiencing a problem,balance_not_updated_after_cheque_or_cash_deposit,train
3438,How long will it take for the cash I deposited this morning to show up?,balance_not_updated_after_cheque_or_cash_deposit,train
3439,The cast deposit from a week ago still is not in my account. Why?,balance_not_updated_after_cheque_or_cash_deposit,train
3440,Why is the check I deposited this morning not showing up?,balance_not_updated_after_cheque_or_cash_deposit,train
3441,How long do deposits take to appear? I've been waiting for more than a week and need the money!,balance_not_updated_after_cheque_or_cash_deposit,train
3442,When will my deposit be processed?,balance_not_updated_after_cheque_or_cash_deposit,train
3443,I am still awaiting the money I put into my account this morning.,balance_not_updated_after_cheque_or_cash_deposit,train
3444,Why am I still not able to see the money I deposited a week ago? This is urgent!!,balance_not_updated_after_cheque_or_cash_deposit,train
3445,I deposited a check a few days ago and it's still not gone in! Please help me with this,balance_not_updated_after_cheque_or_cash_deposit,train
3446,I made a check and cash deposit that wasn't credited to my account.,balance_not_updated_after_cheque_or_cash_deposit,train
3447,"I deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  It's been a day already!",balance_not_updated_after_cheque_or_cash_deposit,train
3448,Why hasn't my cheque processed?,balance_not_updated_after_cheque_or_cash_deposit,train
3449,I am still currently waiting for the cash that has been deposited into the account this morning.,balance_not_updated_after_cheque_or_cash_deposit,train
3450,I sent a check into the system but still haven't received the cash yet,balance_not_updated_after_cheque_or_cash_deposit,train
3451,I recently deposited a cheque and cannot find the cash from it.,balance_not_updated_after_cheque_or_cash_deposit,train
3452,When will I receive the cash payment from the check I deposited?,balance_not_updated_after_cheque_or_cash_deposit,train
3453,My cheque is slow to cash,balance_not_updated_after_cheque_or_cash_deposit,train
3454,I attempted to deposit a cheque yesterday but the balance isn't showing today. Is it still pending?,balance_not_updated_after_cheque_or_cash_deposit,train
3455,Why haven't I seen the cash from the cheque I deposited yet?,balance_not_updated_after_cheque_or_cash_deposit,train
3456,My cheque is taking a while,balance_not_updated_after_cheque_or_cash_deposit,train
3457,I made a cash deposit to my account but i don't see it,balance_not_updated_after_cheque_or_cash_deposit,train
3458,The check I deposited yesterday isn't listed yet.  Isn't that pretty slow?  I need to see the balance increased by that check.,balance_not_updated_after_cheque_or_cash_deposit,train
3459,where is my money from this morning,balance_not_updated_after_cheque_or_cash_deposit,train
3460,Why is it taking so long for my money to appear in my account? I have been waiting a week!,balance_not_updated_after_cheque_or_cash_deposit,train
3461,"I deposited a cheque, but the balance hasn't changed yet.",balance_not_updated_after_cheque_or_cash_deposit,train
3462,My account balance has not updated since I deposited a cheque recently.,balance_not_updated_after_cheque_or_cash_deposit,train
3463,How long does a check take to show up in the account balance?,balance_not_updated_after_cheque_or_cash_deposit,train
3464,What is going on with my cash deposit. I'm looking at my account balance and it is not there. It has been almost a week. Someone better get back to me asap.,balance_not_updated_after_cheque_or_cash_deposit,train
3465,Why hasn't my account updated?,balance_not_updated_after_cheque_or_cash_deposit,train
3466,I haven't received the money from the check I deposited.,balance_not_updated_after_cheque_or_cash_deposit,train
3467,"I deposited a cheque with some money, but the balance hasn't changed.",balance_not_updated_after_cheque_or_cash_deposit,train
3468,"I deposited a cheque, but my account balance stayed the same.",balance_not_updated_after_cheque_or_cash_deposit,train
3469,Why hasn't my balance been updated? I've deposited a few cheques some days ago!,balance_not_updated_after_cheque_or_cash_deposit,train
3470,why hasn't my cash arrived yet from my cheque?!,balance_not_updated_after_cheque_or_cash_deposit,train
3471,I made a check deposit but the cash hasn't arrived in my account yet.,balance_not_updated_after_cheque_or_cash_deposit,train
3472,The balance hasn't changed yet after depositing a cheque with some money.,balance_not_updated_after_cheque_or_cash_deposit,train
3473,What happened to my cash deposit?,balance_not_updated_after_cheque_or_cash_deposit,train
3474,"Please, tell me why I can't have the funds I deposited a week ago? I need the money now.",balance_not_updated_after_cheque_or_cash_deposit,train
3475,"After my checque or cash deposit, my balance didn't update.",balance_not_updated_after_cheque_or_cash_deposit,train
3476,When will my balance reflect a deposit?,balance_not_updated_after_cheque_or_cash_deposit,train
3477,I made a cash deposit to my account but it is not there,balance_not_updated_after_cheque_or_cash_deposit,train
3478,I deposited a cheque and its been days and I still haven't received the cash!!,balance_not_updated_after_cheque_or_cash_deposit,train
3479,"I deposited some money, but the balance has not changed.",balance_not_updated_after_cheque_or_cash_deposit,train
3480,There's a payment with my card that I didn't perform. I don't know that name shown.,card_payment_not_recognised,train
3481,My statement indicates I made a payment to an unfamiliar merchant.,card_payment_not_recognised,train
3482,"There's a payment with my card that I definitely didn't do myself, never seen that name before.",card_payment_not_recognised,train
3483,Help! In the app there is a payment that I don't remember.,card_payment_not_recognised,train
3484,I don't understand where this charge came from.,card_payment_not_recognised,train
3485,there is a charge i dont recognize,card_payment_not_recognised,train
3486,"I need to figure out what these charges are on my account. They've been coming out for a couple of days. Can i get all of this money back? Also, I need to freeze my card.",card_payment_not_recognised,train
3487,Someone might have access to my card!  There are some strange payments showing up on my account.  What do I do?,card_payment_not_recognised,train
3488,"There are a couple payments with my card shown in the app that i really didn't make myself. What's going on with this, does someone has access to my card?!",card_payment_not_recognised,train
3489,I'm using the app and I noticed a payment that I didn't make.,card_payment_not_recognised,train
3490,"A strange card payment, I do not recognize it.",card_payment_not_recognised,train
3491,They is a payment I don't recognize on my statement.,card_payment_not_recognised,train
3492,I have an unusual payment in my statement,card_payment_not_recognised,train
3493,I do not recognize the card payment.,card_payment_not_recognised,train
3494,Hi something is going on with the app.  I see some payments I didn't make?,card_payment_not_recognised,train
3495,"If I see a payment in the app that I don't recognize, what should I do?",card_payment_not_recognised,train
3496,I do not recognise the card payment.,card_payment_not_recognised,train
3497,"There are a couple payments with my card shown in the app that i really didn't make myself. What's happenning with this, does someone has access to my card?!",card_payment_not_recognised,train
3498,Just today there was a purchase on my card that wasn't done by me. Can this be reversed and my card be frozen? I can't have this continue!,card_payment_not_recognised,train
3499,I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?!,card_payment_not_recognised,train
3500,my statement contains an unknown payment,card_payment_not_recognised,train
3501,I don't recognize what this payment on my statement would be for.,card_payment_not_recognised,train
3502,There has been a payment  in the App that has not be done by me.,card_payment_not_recognised,train
3503,I don't recognize a purchase that was made with my card.,card_payment_not_recognised,train
3504,I'm checking the app and I see a payment that's not mine.,card_payment_not_recognised,train
3505,I have a charge for something I didn't buy.,card_payment_not_recognised,train
3506,A payment on my statement is wrong.,card_payment_not_recognised,train
3507,There's a payment that isn't mine on my app,card_payment_not_recognised,train
3508,What is this strange payment in my account?,card_payment_not_recognised,train
3509,I'm not sure where this charge came from.,card_payment_not_recognised,train
3510,I looked at my statement and found a payment I and found a mistake.,card_payment_not_recognised,train
3511,A payment in my account was made by someone I don't know,card_payment_not_recognised,train
3512,"I don't recognize this payment on my app, I am sure I didn't spend any money there.",card_payment_not_recognised,train
3513,There are a couple of payments with my card shown in the app that in reality I didn't make. Maybe someone has access to my card?Can you check whats the issue ?,card_payment_not_recognised,train
3514,There is payment showing that I didn't do.,card_payment_not_recognised,train
3515,Payment I didn't do.,card_payment_not_recognised,train
3516,Why is there a random payment in my statement?,card_payment_not_recognised,train
3517,"Hi, there is a suspicious payment from my card. I definitely do not know who this is or who could have made this payment.",card_payment_not_recognised,train
3518,A payment I didn't do shows in my app,card_payment_not_recognised,train
3519,There is  a charge I don't recognize.,card_payment_not_recognised,train
3520,I'm noticing a payment/purchase at a company that I don't recognise.,card_payment_not_recognised,train
3521,There seems to be a couple of payments listed in the app I know weren't made by me. Is there a possibility someone has access to my card? Can you find out what's going on?,card_payment_not_recognised,train
3522,I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back?,card_payment_not_recognised,train
3523,There are some charges that I don't recognize.  It happened days ago.  Can I get these charges back?  Should I cancel my card?,card_payment_not_recognised,train
3524,Please help.  There is a payment in the app that isn't mine.,card_payment_not_recognised,train
3525,I am seeing in the App a payment that its not mine,card_payment_not_recognised,train
3526,There's a payment in the app I don't recognize.,card_payment_not_recognised,train
3527,"Hello, i just checked my statement and there seems to be a payment from my card that I have never seen before.",card_payment_not_recognised,train
3528,There is a card payment I'm not familiar with.,card_payment_not_recognised,train
3529,There is a strange payment on my card and I don't know what to do.,card_payment_not_recognised,train
3530,Is it possible someone has access to my card? I noticed that there are a couple of payments in the app I'm sure I did not make. Can you find out what's going on here?,card_payment_not_recognised,train
3531,There are some card payments that I haven't done myself. What is going on with my card and does somebody else have access to my card?,card_payment_not_recognised,train
3532,I have a payment in my statement that is off,card_payment_not_recognised,train
3533,I did not do this payment,card_payment_not_recognised,train
3534,I've never been to that store.  That's a fraudulent charge.,card_payment_not_recognised,train
3535,"There are charges on my card from the past few day I am pretty sure I didnt make, can you please freeze it for me? How do I get my money returned since it wasnt me?",card_payment_not_recognised,train
3536,I have a payment I didnt make on my account,card_payment_not_recognised,train
3537,There were a couple of payments that I have noticed on my account with my card that I didn't make. Is it possible that somebody else has my card information?,card_payment_not_recognised,train
3538,There is an unauthorized payment in my statement.,card_payment_not_recognised,train
3539,"There are a couple payments with my card shown in the app that i really make myself. What's going on with this, maybe someone has access to my card?!",card_payment_not_recognised,train
3540,I don't recognize this payment at all!  Help!,card_payment_not_recognised,train
3541,There is a record of payment I never submitted on the app.,card_payment_not_recognised,train
3542,I just looked over my statement and I don't recognize the name of a card payment.,card_payment_not_recognised,train
3543,I didn't make a payment at this business.,card_payment_not_recognised,train
3544,There is a payment on my card that I do not recognize.  I've never seen the name on the transaction before.,card_payment_not_recognised,train
3545,Why do I have a strange payment on my statement?,card_payment_not_recognised,train
3546,i didnt do this charge,card_payment_not_recognised,train
3547,I did not charge my account for that transaction.  That's an error.,card_payment_not_recognised,train
3548,There is a payment that is not mine in the App.,card_payment_not_recognised,train
3549,I see an unfamiliar payment on my statement.,card_payment_not_recognised,train
3550,Why is this payment on my app,card_payment_not_recognised,train
3551,There is a payment I don't recognize,card_payment_not_recognised,train
3552,This card payment isn't is recognition.,card_payment_not_recognised,train
3553,why do I have an unknown payment?,card_payment_not_recognised,train
3554,Payment I did not make.,card_payment_not_recognised,train
3555,"I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back?",card_payment_not_recognised,train
3556,There are a couple of payments with my card shown in the app that I really didn't make myself. What's going on with this?,card_payment_not_recognised,train
3557,Why is there a payment I didn't do in my app?,card_payment_not_recognised,train
3558,I have a payment that I didn't make.,card_payment_not_recognised,train
3559,The app is showing a payment I never made.,card_payment_not_recognised,train
3560,I checked the app and there is a payment that I don't recognize.,card_payment_not_recognised,train
3561,How do I find out how or where this transaction on my account came from?,card_payment_not_recognised,train
3562,I need to figure out who has access to my card there are some payments I didn't make that are showing on the app.  Could you please help?,card_payment_not_recognised,train
3563,There is a strange payment on my card.,card_payment_not_recognised,train
3564,I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card.,card_payment_not_recognised,train
3565,There is a payment made with my card that I don't recognize at all.,card_payment_not_recognised,train
3566,I saw a payment come out of my account for a merchant I don't remember.,card_payment_not_recognised,train
3567,There's a payment with my card that I definitely didn't create. I don't know anyone by that name.,card_payment_not_recognised,train
3568,The App shows a fraudulent payment made on my account.,card_payment_not_recognised,train
3569,There's a payment in my history I don't recognize,card_payment_not_recognised,train
3570,There is a payment on my card that I do not recognize.,card_payment_not_recognised,train
3571,My app shows a payment I didn't make,card_payment_not_recognised,train
3572,I don't know if I made this payment on my card.,card_payment_not_recognised,train
3573,After looking at the app I noticed a couple of payments I know I did not make. Is it possible someone has accessed my card? What is actually going on?,card_payment_not_recognised,train
3574,I do not recongize a payment in my account.,card_payment_not_recognised,train
3575,A payment shows up on the app that I never made.,card_payment_not_recognised,train
3576,I swear that there are 2 payments on the app that I didn't make.  Could my card me stolen?  Please advise what I should do.,card_payment_not_recognised,train
3577,Is there any way to know how the transaction got on my account?,card_payment_not_recognised,train
3578,I did not make this payment that I see in the App.,card_payment_not_recognised,train
3579,I have a card payment I didn't make,card_payment_not_recognised,train
3580,i disagree with a charge,card_payment_not_recognised,train
3581,I didn't make this payment!,card_payment_not_recognised,train
3582,There is a payment in the app I did not make,card_payment_not_recognised,train
3583,There is a vendor name I don't recognize on a payment from my account. I don't think I made this payment.,card_payment_not_recognised,train
3584,I don't think I made this payment that is showing up,card_payment_not_recognised,train
3585,I think there's a purchase at a store that I didn't go to.,card_payment_not_recognised,train
3586,Have a payment that I haven't done.,card_payment_not_recognised,train
3587,There was a purchase on my card recently to a name that I don't recognize at all. What can be done about this? I need my money back.,card_payment_not_recognised,train
3588,"One of my card payments, I don't recognise the name of the merchant.",card_payment_not_recognised,train
3589,"Hello, I noticed there is a payment from my card to a business that I am not familiar with. I definitely did not make this payment.",card_payment_not_recognised,train
3590,I do not recognise this card payment.,card_payment_not_recognised,train
3591,I have a card payment that I don't recognize. What should I do?,card_payment_not_recognised,train
3592,There are a couple payments with my card shown that I'm not responsible for. What is going on? Maybe someone has access to my account.,card_payment_not_recognised,train
3593,There is a payment with my card which i definitely did not do.,card_payment_not_recognised,train
3594,My app is displaying a payment I didn't make,card_payment_not_recognised,train
3595,I just checked my account on the App and there is a payment on there that I did not make.,card_payment_not_recognised,train
3596,Could you please put a freeze on my card?  There are some payments on it that I don't know where they came from.,card_payment_not_recognised,train
3597,In the App I see a payment that is not mine.,card_payment_not_recognised,train
3598,There is a payment with my card which i definitely did not make by me .Never seen that it before.,card_payment_not_recognised,train
3599,I didn't make this payment and it's on my app,card_payment_not_recognised,train
3600,Why is there an uknown charge showing on my account?,card_payment_not_recognised,train
3601,I think that there is a payment on my card that I did not authorize.  I don't recognize the name attached to the transaction.,card_payment_not_recognised,train
3602,I don't think I made this transaction on my statement,card_payment_not_recognised,train
3603,There is a weird payment in my statement.,card_payment_not_recognised,train
3604,A random charge got added to my card,card_payment_not_recognised,train
3605,I need to freeze my card. There are charges on there that i did not authorize. They've been coming out for a couple of days. Can i get this money back?,card_payment_not_recognised,train
3606,I see a strange payment in my account.,card_payment_not_recognised,train
3607,where is my unknown payment from?,card_payment_not_recognised,train
3608,I have just read my statement and there is a payment I don't recognise.,card_payment_not_recognised,train
3609,There's a card payment I didn't make,card_payment_not_recognised,train
3610,There are a couple payments with my card displayed in the app which I didn't make. What is happening? Maybe someone has access to my card.,card_payment_not_recognised,train
3611,I'm worried that my card has been compromised because I see a payment that I didn't make.,card_payment_not_recognised,train
3612,I didn't do a payment and I have it now.,card_payment_not_recognised,train
3613,how do i dispute a payment I didnt make,card_payment_not_recognised,train
3614,There is a payment in the app that I did not approve,card_payment_not_recognised,train
3615,I don't recognize a charge on my statement.,card_payment_not_recognised,train
3616,There is a strange card payment I don't recognise.,card_payment_not_recognised,train
3617,I believe there is a mistake because a payment I didn't make shows in my app.,card_payment_not_recognised,train
3618,There are a couple payments with my card in the app I see that I didn't create. What is happening? Maybe someone gained access to my account.,card_payment_not_recognised,train
3619,I'm not recognizing the card payment.,card_payment_not_recognised,train
3620,There's a card payment with a name I don't recognize,card_payment_not_recognised,train
3621,There is a payment done with my card which i definitely did not do.Never seen that name before.,card_payment_not_recognised,train
3622,Why is there a payment I didn't do?,card_payment_not_recognised,train
3623,Someone else accessed my account and made a payment.,card_payment_not_recognised,train
3624,I have an odd payment in my statement,card_payment_not_recognised,train
3625,There is a fraudulent payment!,card_payment_not_recognised,train
3626,Why is there an unknown card payment?,card_payment_not_recognised,train
3627,I don't recognize this payment,card_payment_not_recognised,train
3628,I need to know where this charge is coming from?,card_payment_not_recognised,train
3629,I see a payment on my statement for  a place I didn't make a purchase at.,card_payment_not_recognised,train
3630,There is an odd payment in my statement,card_payment_not_recognised,train
3631,There are a few payments in the app that I didn't make! Does someone else have my card?  What should I do?,card_payment_not_recognised,train
